"","logFC","logCPM","PValue","FDR"
"FGRAMPH1_01T00167",8.22555194326113,5.10315968295037,9.33469896263218e-26,3.31081204223798e-24
"FGRAMPH1_01T00169",6.53442796086774,1.83508382251776,6.72334025499503e-07,4.05220674470121e-06
"FGRAMPH1_01T00177",-7.5539148928828,0.92576672302695,0.000709814574251528,0.00257964219881686
"FGRAMPH1_01T00195",-1.2402487178444,8.06073127396018,0.00433432751976773,0.0128216196888125
"FGRAMPH1_01T00197",7.26754886123382,9.71139067476136,9.19857503708337e-10,8.14942342193085e-09
"FGRAMPH1_01T00199",6.80916940797419,9.58385185857891,7.04262426196961e-07,4.2324513298672e-06
"FGRAMPH1_01T00201",5.63413853685562,11.2610056910037,2.59660233209053e-10,2.44318796768554e-09
"FGRAMPH1_01T00217",7.16740301591207,5.61339548383673,2.77814172489196e-07,1.79874361804112e-06
"FGRAMPH1_01T00219",3.23123792767474,3.73380946614026,2.0549878115528e-07,1.35484168067278e-06
"FGRAMPH1_01T00223",10.4656115064462,10.8358541496812,5.32463318703119e-43,7.05210595391232e-41
"FGRAMPH1_01T00281",7.48056009913188,8.36412759847583,3.81822710969483e-17,7.09593432482008e-16
"FGRAMPH1_01T00283",3.70725396837692,2.7517766829112,0.000508804871389431,0.0019087936067937
"FGRAMPH1_01T00291",2.53620495471887,3.77246172452204,0.000175349915082747,0.000722601875348872
"FGRAMPH1_01T00311",6.86244504238298,0.863190976731033,0.00911245987337414,0.0245731102203901
"FGRAMPH1_01T00313",4.46943523287783,2.41463485779349,0.00385397585086358,0.0115840704761809
"FGRAMPH1_01T00321",8.92949534046449,8.96947426561693,5.64765573599192e-08,4.01982462351588e-07
"FGRAMPH1_01T00327",-3.18937412886502,4.57506652740476,2.39480900784244e-09,2.02889770437696e-08
"FGRAMPH1_01T00329",-3.15436563113716,3.80683104272267,3.36999057847485e-06,1.85482437783179e-05
"FGRAMPH1_01T00331",-5.87140466749319,5.31523535077997,1.75115396439689e-28,7.83005296131823e-27
"FGRAMPH1_01T00349",7.93789592427201,2.54903544415827,1.59752492558815e-10,1.53770959488765e-09
"FGRAMPH1_01T00373",3.38251440981784,7.16847622438099,2.99679242783922e-09,2.50843513379854e-08
